date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Fri Jan 22 2016 20:04:50 GMT-0500 (Eastern Standard Time), Associate Director,"New York, NY",Current Employee ,The True Leaders,I have been working at The RealReal full-time for more than a year,0,"To quote Publilius Syrus, ""Anyone can hold the helm when the sea is calm."" - Working at The RealReal has been such a life changing and learning experience for me. The RealReal is growing so fast that to keep up you have to be a leader, you have to challenge yourself ever day. Not once at The RealReal have I ever felt, I was not supported, or inferior - I have always had the knowledge and the tools to succeed. The...",I have not one bad thing to say,,5.0,5.0,5.0,5.0,5.0,5.0
Sat Jan 30 2016 19:17:44 GMT-0500 (Eastern Standard Time),,, ,Production Assistant,I worked at The RealReal,5,Your co-workers are cool there.,"Low Pay
No work life balance
Boring work",,2.0,1.0,2.0,1.0,1.0,3.0
Mon Jan 18 2016 15:37:42 GMT-0500 (Eastern Standard Time),,"San Francisco, CA",Current Employee ,Innovative & Fun Company!,I have been working at The RealReal full-time for more than a year,1,"-Rapid growth= more career opportunities
-If you love fashion, jewelry, watches, jewelry, home decor- you will enjoy TRR!
-Very innovative company, TRR is the leader in luxury consignment
-Benefits: medical/dental, 401K, free lunches
-Great start-up culture and environment","-Lack of communication between departments/teams
-Pay can be improved, especially for employees living in San Francisco/NYC
-It is still a start-up and continuing to grow quickly, so patience is definitely needed",,4.0,4.0,4.0,4.0,4.0,4.0
Mon Jan 25 2016 11:31:22 GMT-0500 (Eastern Standard Time),,"Secaucus, NJ","Senior Luxury Fashion Receiver Aka Copywriter in Secaucus, NJ",Product Copywriter,I have been working at The RealReal for less than a year,4,"-Hourly based
-Overtime
-Free lunch
-Benefits (401k, health insurance, PTO, VTO)","-No Growth! Management gives run around responses, no actual motivation to grow within the company
-Non-negotiable hourly pay
-Commute is expensive (The commute benefits HR provides aren't sufficient at all)
-Mandatory extra days 
-Undervalued 
-Attitude problems from management","Create more leadership roles to motivate Employees to work toward to. Employees feel overused, undervalued and disengaged.",2.0,1.0,1.0,1.0,1.0,1.0
Wed Jan 13 2016 08:27:42 GMT-0500 (Eastern Standard Time),,, ,Software Engineer,I have been working at The RealReal,0,"- Very humble and smart individuals. 
- Organized in terms of planning work, goals and tasks.
- Highly collaborative. Lots of pairing.
- Good work life balance.",- This can be good or bad depending on the individual: It's the fashion industry,,5.0,5.0,5.0,5.0,4.0,5.0
Wed Jan 13 2016 08:43:13 GMT-0500 (Eastern Standard Time), Sales Development Representative,"San Francisco, CA",Current Employee ,Greatest Start-Up Ever,I have been working at The RealReal full-time for less than a year,0,"Coming to The RealReal every morning is an absolute treat. The energy and spirit of every individual who works here is exciting to be around, and creates a warm, work-hard-play-hard environment. We all work together to get through the kinks that afflict every start-up, which us a stronger team by the end of each day. 

The full-service benefits are great, including healthcare, vision, dental and resources for...","While pay is not incredible, it is comparable to similar positions at other companies, and team bonuses when we exceed our sales targets are generous, which helps a lot. San Francisco is a very expensive city, so commission and bonuses are crucial.

Our current location isn't great, though we are soon moving to a location that is more accessible via transit and in a more lively part of town-- currently, TRR offers...","While commissions are not capped, it would be really great if there was a tiered commission structure that reflected the increasing individual sales goals.",5.0,5.0,5.0,5.0,4.0,5.0
Sat Jan 16 2016 17:58:23 GMT-0500 (Eastern Standard Time),,,Former Employee ,Growing pains of a start-up,I worked at The RealReal full-time,3,"Friendly co-workers, free lunches, free snacks","-Working in roles we weren't hire to do for extend periods of time, such as processing returns and picking items from the warehouse
-No opportunity to provide input like in other start-ups I have worked in",We are not robots,2.0,,,,,
Tue Dec 15 2015 09:09:03 GMT-0500 (Eastern Standard Time),,, ,I love working for this company,I have been working at The RealReal,1,"Some of the nicest people in Silicon Valley . There is so much to learn here, and enormous opportunity to grow. The opportunity to expand beyond your role is huge- if there is something that you want to acheive, there is nothing to stop you.",Parking in the neighborhood can be challenging,,5.0,5.0,5.0,5.0,4.0,5.0
Mon Nov 02 2015 23:32:40 GMT-0500 (Eastern Standard Time),,"San Francisco, CA",Former Employee ,It's changing,I worked at The RealReal full-time,16,"+ Decent amount of cool, interesting, friendly, social people still worked there when I left. I would rank this as one of the primary reasons for staying here as long as I did. It's nice to spend the best part of your day with people you like and feel connected to.
+ Free lunch 4 days a week, breakfast on Fridays
+ Free coffee / tea
+ Pay isn't terrible if you're in a desk job type department.
+ Fairly relaxed...","Location is terrible. It could be worse, but it's nothing to show off. A free shuttle helps, but you basically either need a car, some strong legs and a bike, a million dollars in Uber credit, or a lot of patience on public transportation to work here. The area is not safe at night. Very few attractive lunch or coffee options in this neighborhood as it is an industrial ghetto. New location is in the works but...","Get an office in a neighborhood people actually would like to work in. You're dying of a 1000 small cuts through recruiter fees and brain drain due to a simple problem. A lot of us stuck around from Sausalito days that might not have even considered the place in its current location.

Fix your retention problem and try to save your culture. A lot of the people that really bring some panache to organization are...",3.0,3.0,3.0,3.0,3.0,3.0
Thu Dec 03 2015 11:20:18 GMT-0500 (Eastern Standard Time),,"San Francisco, CA","Manager in San Francisco, CA",Do Not Recommend,I worked at The RealReal,18,"Made some good friends.
Got to see some beautiful sunrises driving to work.","Low pay
Lack of respect from management
Lack of critical thinking from management
CEO is poor decision maker/out of touch with the rest of the company
No time off, common to work 6 days a week, forever
Zero concern for employee safety, morale or general well being
Only accept a position here if desperate, then immediately start looking for something else.",,1.0,1.0,1.0,2.0,1.0,1.0
Fri Oct 30 2015 13:23:13 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Game Changer,I have been working at The RealReal full-time for more than a year,0,"Just completed first year at TRR. Great People who love to work with Lux items. Most employees have a ""can do"" attitude and love the challenge of being a game-changer in the world of fashion.","Hyper growth and tremendous month over month growth can sometimes be overwhelming to new employees that want to ""try"" working at a start-up.",Keep hiring expertise and keep identifying employees with growth potential and we will all succeed.,5.0,4.0,5.0,5.0,4.0,5.0
Sun Oct 18 2015 21:43:49 GMT-0400 (Eastern Daylight Time),,,Current Employee ,"Incredible growth, energy, cool people, but overworked",I have been working at The RealReal full-time,3,"Lots of perks, good food, interesting and diverse coworkers.","Growing too quickly to accommodate work flow. People are overworked and expected to shoulder burden. Majority of employees are hourly, not salary. At least half of people who work here cannot afford cost of living in SF. To be fair, in any other city we would doing fine, but still not sufficient.",Listen to your employees when they are stressed. You've done better these last few months.,4.0,3.0,5.0,4.0,3.0,4.0
Sat Sep 19 2015 12:37:40 GMT-0400 (Eastern Daylight Time), Regional Director,"Chicago, IL",Current Employee ,Amazing journey,I have been working at The RealReal full-time for more than 3 years,1,"Innovative, fast paced, rewarding company where your ideas matter. Opportunity to have your suggestions create change and directly impact the business in a unique and challenging atmosphere. Exceptional leadership team with unbelievable vision.","Growing pains of a company that doubles each year, but nothing unexpected. Communication can be challenging especially for remote employees and sometimes lack of communication across departments that directly impact each other can be frustrating.","Encourage more cross-departmental communication and seek input prior to rolling out new products, programs and initiatives (ie IT + Sales; Marketing + Sales).",5.0,3.0,5.0,4.0,5.0,5.0
Tue Sep 15 2015 09:30:42 GMT-0400 (Eastern Daylight Time),,"Secaucus, NJ"," in Secaucus, NJ",Good,I worked at The RealReal,3,Lots of great incentives and cool employees.,"Overworked, absolutely no free time. Company is growing so fast but they are unable to keep up with staffing.",,4.0,2.0,3.0,3.0,1.0,5.0
Wed Sep 16 2015 12:01:07 GMT-0400 (Eastern Daylight Time),,,Former Employee ,"Fun, exciting times!",I worked at The RealReal full-time,2,"Good benefits, company perks (bagels, lunch, desserts,etc.), fun work environment, Woman CEO/management","Location is kind of secluded in not the best of neighborhoods, working with luxury fashion brought the worst out in some people","Keep up the great work, stay humble :)",4.0,4.0,4.0,2.0,3.0,4.0
Tue Sep 01 2015 09:38:51 GMT-0400 (Eastern Daylight Time),,, ,"Fun culture, good management",I worked at The RealReal,1,"Liked my supervisor, fun perks a few times a week like bagels and free lunch. Lots of room for advancement and salary increases.","High quotas, monotonous work. The receiving interface wasn't very well-developed when I was there but it has probably improved a lot since then.",,4.0,,,,,
Sat Aug 29 2015 16:28:23 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Just ok,I worked at The RealReal full-time,4,- Free bagels every friday,"-Inexperienced Managers
-Boring, monotonous work
-Low pay",,2.0,,,,,
Sun Aug 16 2015 12:34:51 GMT-0400 (Eastern Daylight Time), Imaging Specialist,"San Francisco, CA",Former Employee ,"Launch-board job, prepare for bad management",I worked at The RealReal full-time for more than a year,8,"Nice benefits (at the time of employment, they've since changed). A few perks such as discounts, treats and catered meals. There are a couple very good, dedicated managers here. Company has a bright future but many massive changes need to happen. Get to know the people in HR, they are very nice.","Horrible Work/Life balance, lowballing the industry's standard pay. Company would rather throw more bodies at work instead of compensate employees for all their hard work. Its nice to have more hands to help but those hands also take away work hours. Employees need max work hours because hourly pay is insufficient. Basically the company wouldn't invest in employees and hard workers are not valued.

Managers are...","Employees are people, not robots. Respect that they have their own personal aspirations and life goals.",2.0,1.0,1.0,2.0,4.0,2.0
Thu Aug 06 2015 13:33:47 GMT-0400 (Eastern Daylight Time),,, ,Lots of potential,I have been working at The RealReal,2,"Diverse community, fast growing company, there's always something to do. We are constantly building and changing. We have lots of social gatherings and perks from the company. There are a lot of employee's just starting their careers.",SF location is not the safest community. People tend to stay within their department and don't branch out often.,,4.0,4.0,4.0,,,
Mon Jul 20 2015 00:17:40 GMT-0400 (Eastern Daylight Time),,"San Francisco, CA",Former Employee ,"Great company, needs new management.",I worked at The RealReal full-time for more than a year,7,"The people I worked with during my time at TRR truly made the hell bearable. The employees there are so talented and truly have a passion for fashion that i haven't witnessed before. The RealReal was also great in that it is one of the only companies in the Bay Area that has to do with fashion (besides retail) that is dealing with luxury items. 

Also, can't forget the free food multiple times a week.","To start, many of the manager roles in this company are not deserved, they simply got placed in those positions because they have connections with the executive team upstairs. Within my first couple months of working there I realized that my superior didn't know how to manage our team at all and would make us work extreme hours when it wasn't necessary. Later on down the road, I learned they got their position from...","Listen to your employees, don't sweep our recommendations and concerns under the rug.",3.0,2.0,3.0,2.0,3.0,2.0
Thu Jul 02 2015 13:54:39 GMT-0400 (Eastern Daylight Time),,, ,Love this job!,I have been working at The RealReal,1,"Employees are well taken care of 
""Work from home""/create your own schedule 
Great benefits",Time management can be difficult,,5.0,2.0,5.0,5.0,5.0,5.0
Sat Jul 11 2015 06:17:33 GMT-0400 (Eastern Daylight Time),,"San Francisco, CA",Current Employee ,Its been real,I have been working at The RealReal full-time for less than a year,7,"The company seems to be making an effort to change negative company culture by having focus groups and adding benefits such as food, shuttles and happy hours. Overall work culture and work/life balance has gotten a lot better since I started. Julie is very personable and makes an effort to talk to everyone. Also, I think the company will do well and is growing quickly.","The biggest con is low wages and insignificant raises. It is also irritating that NJ employees are paid more for the exact same position in SF, even though cost of living in the Bay is comparable to NY these days and constantly escalating. There is also a lack of communication between management and their employees - in my department the manager rarely speaks directly to the crew and instead has almost completely...",Get new managers or train the ones you have to communicate better with their teams.,2.0,2.0,2.0,3.0,1.0,1.0
Wed Jun 10 2015 11:22:58 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Very fun & dynamic place to work,I have been working at The RealReal full-time for less than a year,1,"I have been with The RealReal for almost 6 months now and LOVE working for this company. I felt compelled to write a review because after reading all the negative ones here, I was nervous about joining. But boy am I glad I did. It's clear to me now, that these reviews are a typical case of disgruntled employees with little validity to their complaints. 

The RealReal is an exciting company that really encourages...","As is the case with any start-up, there will be some changes implemented as we grow and need to scale all the existing processes. But everyone is on board in spirit and working towards the same goals.",,5.0,5.0,5.0,5.0,4.0,5.0
Wed Jun 10 2015 15:00:01 GMT-0400 (Eastern Daylight Time),,"San Francisco, CA","Associate Merchandise Manager in San Francisco, CA","Good place to work, growing quickly so lots of work but I liked that",I worked at The RealReal for less than a year,0,"they take care of employees with great benefits, growing fast so if you get in now you could be apart of a big company soon, the merchandising team I worked for was wonderful and so hard working, each team seems really connected, they pay overtime! So even though you have to work a lot you get a nice check from it, catered lunches and desserts weekly","its out of the city, so it can be a long trek getting to work, there are no windows in the building, its really a 6 day a week job","you've got some good eggs there, keep em happy and keep them well staffed so that the work load is distributed evenly",4.0,3.0,5.0,5.0,5.0,5.0
Thu Jun 25 2015 11:42:46 GMT-0400 (Eastern Daylight Time), N/A,"San Francisco, CA",Former Employee ,"Difficult, if promising, place to work.",I worked at The RealReal full-time for more than a year,6,"Competitive/market salary. In San Francisco. Interesting business solution, in retail/fashion space. In fashion, if that matters to you. They definitely take a chance on people and encourage them to take risks, try new things, etc. Great for workaholics or single, fashion-minded people. Young single people whose alternative is similar cutthroat fashion companies will thrive here. For spoiled SF techies, not so much.","Toxic workplace. Ruthless leadership. Tend to require overwork, long hours, and little positive encouragement. Management uses fear to motivate people. Everyone thinks they're going to be fired tomorrow.","If you want less attrition, work on building people up instead of taking them down. You don't have to coddle people, but encourage and mentor.",1.0,1.0,2.0,5.0,5.0,1.0
Sat Jun 06 2015 23:39:43 GMT-0400 (Eastern Daylight Time),,,Former Employee ,What a nightmare,I worked at The RealReal full-time,14,"Free meals 3 times a week (unless you have diet restrictions, then you're out of luck), snack day on wednesday, health insurance (bad but at least included).","The most unprofessional, toxic work environment I've ever had the displeasure to work with. One of the middle managers there was given way too much freedom to reign without being monitored and without adequate work experience to handle her rapidly growing team. She thought she could gossip about other employees within earshot and cross the line personally with some of her subordinates. We often wondered what the...",Do something (anything) to improve morale with your employees. Listen to their grievances before you lose the good ones. Keep a tighter grip on middle and upper management since many of them are not qualified for their positions.,1.0,1.0,1.0,3.0,2.0,1.0
Wed Apr 01 2015 18:10:40 GMT-0400 (Eastern Daylight Time), Senior CopyWriter,,Former Employee ,Copywriter,I worked at The RealReal full-time for less than a year,2,"Current employee- 

Definitely a booming business that's rapidly growing. 

Great coworkers and management. Julie the CEO is very kind and is approachable unlike many other CEO's of companies. Majority of employees will never even meet or know their CEO's, or probably ever get the chance to talk to them. She's really involved and personable.

We do get food everyday- which was stated previously that its bad...",I would say the repetitive tasks that we do daily can definitely get boring. Going to help other departments is sometimes annoying too but it helps improve upon different skills also.,Opening up more positions in different areas; to get staff more excited for advancement opportunities & it would allow them to stay with the company- which is my personal goal.,4.0,4.0,4.0,3.0,3.0,4.0
Wed Apr 29 2015 14:34:10 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Dismal at Best,I worked at The RealReal full-time for more than a year,19,"- Free junk food and since there is a 20 word minimum
- This company is a circus, so that's been fun to observe","This company is constantly patting itself on the back for a job well done, yet how in any sane realm could a company have 100 million in ARR and still be deep deep in the red? The business model isn't scalable. The CEO is extremely nasty unless you work upstairs and partake in the Kool-aid. (Not to mention the fact that ever since TRR took over their Glassdoor account several 5 star reviews with basically identical...","Keep up the good work, and give a raise to the people who have been writing the obviously templated Glassdoor posts.",1.0,1.0,1.0,1.0,2.0,1.0
Tue Mar 03 2015 14:27:03 GMT-0500 (Eastern Standard Time),,,Current Employee ,"Fast paced and dynamic, strong opportunity for growth",I have been working at The RealReal full-time for less than a year,10,"The company is growing rapidly, and you can see the vision the exec team has to take it to a very successful level in a short period of time. Everyone contributes to the success and can feel the processes and culture getting better every day. The company is filled with talented people, solving problems and building infrastructure that will allow The RealReal to be an industry leader for years to come. 

The exec...","The company is growing very rapidly, and that of course can lead to growing pains. Many of the managers work hard to alleviate these growing pains every day, and over time the processes will get better.

Senior employees can be spread between many locations and markets, and the company needs to continue to build communication platforms that allow for them to feel as though they are part of the big picture.",,5.0,4.0,4.0,4.0,4.0,5.0
Sun Mar 22 2015 15:32:43 GMT-0400 (Eastern Daylight Time), Operations,"New York, NY",Former Employee ,A great company to work for with talented leaders,I worked at The RealReal full-time for more than a year,4,"I worked my way up from a mid level position to a management role. I found that I had support along the way, and that my ideas and insights were always valued. I noticed this happens often in the company to the people who work hard for it, put in time, and provide fresh ideas. A good chunk of management appreciates hard work, and new ideas which is hard to find in a lot of companies. Each person that works in that...","I really don't have many cons about working for this company other than one main piece.I think that middle management should be looked at more closely and developed so that the bulk of the production workers are being overseen by management that continues to get feedback and knowledge on how to support and inspire their teams.

There are many negative reviews about work life balance but I believe some of those...","Continue to invest in management. There are talented people who continually needs to be developed. I think it is great to have fresh managers that allow for collaborative and innovative ways to handle challenging situations, but to continue to invest in their development because these people are the ones who have the most impact on the largest amount of employees. A little bit of time in the end will go a long way.",4.0,4.0,3.0,4.0,4.0,4.0
Fri Feb 27 2015 09:28:05 GMT-0500 (Eastern Standard Time),,,Current Employee ,"Extremely Fast Growing Company, Lots of Fun and Lots of Opportunity",I have been working at The RealReal full-time for more than a year,4,"The business is growing very fast, which is fun to be part of. You can literally see the growth as thousands of items come in and go out the door every day. Something is really working and I feel that the company will be very successful. Employee experience has improved a lot over the past year. There’s now free food pretty much every day, healthcare plan is good, we have a 401K plan (with company matching!). ...","The environment is very fast paced and unrelenting, which can put pressure on work-life balance. And the company has made more than a few bad hires, who end up causing damage to the business and culture. As the company has grown and become more well-know, this is getting better. There are some managers who are inexperienced and are struggling, which is understandable in a company with so many young people, but...","Invest in management development. It's great the company promotes people into management positions, but make sure they have the support and training they need to become good managers. Invest more in infrastructure. As the company keeps growing, jobs are getting harder. Some good things have been done to help us scale, but more is needed so people don’t get burned out.",5.0,4.0,5.0,5.0,5.0,5.0
Tue Mar 03 2015 10:37:52 GMT-0500 (Eastern Standard Time),,"Secaucus, NJ","""Stylist"" in Secaucus, NJ",Bad company...Good learning and growing experience,I worked at The RealReal,20,"Free (bad) sandwiches on Mondays.
Free (sometimes good) food on Tuesdays.
Free snacks on Wednesdays. (I looked fwd to Wednesdays)
Free (horrible but manageable) pizzas on Thursdays.
Free stale bagels on Fridays.
Free (bad) sandwiches on Saturdays.

I think offering free food is what makes them think employees will last longer and they're right!","Management acts as if what they say and what they want is the only thing that matters. All they seem to care about is getting more and more orders out of the door and if that means long hours for you, then that's what it is even if there's a blizzard outside! 

The company is very gossipy. It's almost as if you're in High School all over again. Sadly, this (mostly) includes management- some of whom are unqualified...","Get better management. Hire people who actually have experience and a background within the jobs you hire them for. Also figure out who your target market is because it's clear TRR has no idea. 
Take ownership of mistakes so that as a company, you can actually grow. If you have gone through 4 people for one position within a year-- maybe it's not those people you hired. Maybe it's you and something you're doing...",1.0,3.0,1.0,1.0,3.0,1.0
Sat Feb 28 2015 11:58:19 GMT-0500 (Eastern Standard Time),,"New York, NY","Merchant in New York, NY","Absolutely terrible culture, life-work balance and pay structure!",I worked at The RealReal,13,"Catered lunches on Tuesdays
Christmas day and one weekend a month off
Fashion environment with great product
Lasting relationships with co-workers","The positive reviews of this company were clearly written by management, based on the wording and lack of honesty. The environment is truly toxic and morale extremely low. I often overheard management speaking negatively about the employees and their plans to fire them. Six people were laid off the first two months I worked there and there was very high turnover. The life-work balance was so horrific and you were...",,1.0,1.0,1.0,1.0,1.0,2.0
Mon Feb 02 2015 15:29:21 GMT-0500 (Eastern Standard Time), Director Level,"San Francisco, CA",Former Employee ,Lack of true leadership,I worked at The RealReal full-time for less than a year,7,"TRR makes a lot of money despite lack of infrastructure, high turn-over and poor leadership.
Some high quality people working here.
Interesting business, especially if you like fashion","This is an internet tech business that is operated as though it were a retail store front. Complete and total lack of understanding of how to implement and support a sales and support organization. Weak commission based compensation with no transparency. 
TRR exhibits a complete lack of faith in the Director and Management level. This tier of employees is lured in with the promise of being able to be a part of...","Start listening to the middle management about areas where they are expert and you are not. Invest in infrastructure. Stop trying to build complex systems that delay execution of strategy from Sales and Support. Some VP level and up have made inappropriate comments about the health and lifestyle of employees. 
In general quit looking at your business like it is ""Us"" and ""Them"" (Meaning the Executive Staff and...",2.0,1.0,2.0,2.0,1.0,2.0
Tue Jan 13 2015 10:22:29 GMT-0500 (Eastern Standard Time),,"San Francisco, CA",Former Employee ,Learned a lot from my manager but culture became worse as the company grew,I worked at The RealReal full-time,6,Enjoyed working for and learning from my manager and it is possible to get promoted quickly.,CEO and senior managers were often hostile and dismissive to other employees in an open environment. A lot of the rules and policies seemed arbitrary and changed regularly. CEO was open about not wanting anyone to take vacation days.,Try to create a more positive work environment that isn't ruled by negativity and finger pointing.,1.0,1.0,1.0,2.0,2.0,1.0
Fri Dec 05 2014 16:14:43 GMT-0500 (Eastern Standard Time),,"San Francisco, CA",Current Employee ,It's a great working environment - really good for people that thrive on innovation and a fast-pace,I have been working at The RealReal full-time for more than a year,1,"There is a sense of excitement and purpose in this company daily
I feel that my contribution is making a difference and actually helping the business grow
I work in a diverse team that is cohesive, fast-paced and goal-oriented","Long commute
Start-up / e-commerce hours can be taxing",Healthier food options,5.0,4.0,5.0,4.0,5.0,5.0
Fri Dec 05 2014 16:46:17 GMT-0500 (Eastern Standard Time),,"San Francisco, CA",Current Employee ,High-growth company with opportunity and autonomy. Perfect for self-starters,I have been working at The RealReal full-time,0,"- Lots of opportunity, autonomy, room for growth, and creative thinking encouraged.
- Ability to see projects through from conception to strategy to execution.
- Great team, creative culture, free lunches and snacks.
- Fast-growing startup experiencing great success and making new strides every day. 
- Management is very accessible, including the CEO.","- Startup culture meaning hard work. Must be willing to go above and beyond.
- Not your traditional 9 to 5. Have to be willing to put in long hours and get things done.",- More free (healthy!) lunches!,5.0,4.0,5.0,5.0,4.0,5.0
Tue Nov 04 2014 15:48:42 GMT-0500 (Eastern Standard Time),,"San Francisco, CA",Former Employee ,I still have nightmares about this job,I worked at The RealReal full-time,13,Treat day is on Wednesday. This is when HR has dessert catered and is probably the only time you'll see a majority of the employees happy...and this only lasts the 30 minute lunch break.,"If you enjoy giving up your entire life (and I am not exaggerating here) to working at a place where everyone takes themselves too seriously and can't seem to get any team organized, then this is the place for you. Employees are warned during their orientation on the first day that it is pretty much impossible to get days off during the last half of the month due to an overwhelming amount of shipments and sales...",,2.0,1.0,1.0,1.0,2.0,1.0
Wed Nov 19 2014 15:36:25 GMT-0500 (Eastern Standard Time), Luxury Fashion Receiver,"San Francisco, CA",Former Employee ,"I started at The RealReal grateful, hopeful, willing, and eager and left embittered, exhausted, and furious.",I worked at The RealReal full-time for more than a year,10,"Biggest pro is the employees; shared traumatic experience has proven to be a solid foundation for friendships that have endured long after my tenure at The RealReal. For someone with limited fashion industry experience, working here is an opportunity to build your brand knowledge and fashion vocabulary.","Questionable hiring and promotion practices: this is a workplace where employees have been verbally offered promotions only to find that the position had been filled by an outside candidate days later, promotions have been offered to employees with very limited relevant experience who have personal ties to Executives, employees have relocated cross-country to fill open positions that were not in fact available at...","Managers - Please be as committed and hard-working as you expect your employees to be. A management role is not something you achieve so that you can make more money and do less work than all your underlings. The best way to motivate your employees is to be the first one in, the last one out, and the most efficient, knowledgeable worker on the team. Have answers, have ideas for improvement. Listen to your employees;...",1.0,1.0,1.0,2.0,2.0,1.0
Tue Oct 07 2014 05:38:41 GMT-0400 (Eastern Daylight Time), Merchandising,"San Francisco, CA",Current Employee ,"Ok, I'm sorry, but that last review must be fake or by an executive themselves. There is a horrible balance at The RealReal and a majority of people are trying to get out as soon as possible, myself included. Not only was I hired under false pretenses about promotions and bonuses (not to mention the fact that Christmas is basically only to be enjoyed by executives) and that any promotions are actually infact posted on craigslist and other sites without ever notifying current employees. Oh, and the cupcake thing is entirely true. You will have no work/life balance and you will not be paid accordingly. You will not get promotions. You will not be apart of the next ecommerce ""giant"" because you are simply there to be a robot and make the executives their money. Please be Real.....no pun intended.",I have been working at The RealReal full-time for more than a year,18,Coworkers are talented. Unfortunately they are slowly being weaned out and replaced with robots that can work fast and have no idea they are being exploited.,Very political. Very demanding. Exploitative.,Pay and praise your employees accordingly.......And don't go on about promotion opportunities in the initial interview when you hide promotions and promote from outside or whoever drinks your cool aid.,2.0,1.0,3.0,1.0,2.0,2.0
Thu Oct 02 2014 15:14:35 GMT-0400 (Eastern Daylight Time),,,Current Employee ,High Growth and Spirited Company,I have been working at The RealReal full-time for more than a year,0,"- Transparent - execs and management are very accessible. The CEO knows everyone at company (250 employees) Anyone can approach CEO or their manager with an idea and it will be given true consideration if it can drive the business forward.
- Working hard means something ~ Everything is driven by performance indicators and if you routinely make and exceed your goals, you are rewarded not with cupcakes - but with...","- Hard work - This is not for everyone. If you want a 9-5 job, there are companies that do that. If you want to contribute and make an impact in a company, this is for you. You will not be promoted in 90 days, so some people that want instant gratification for doing their job and coming to work on time, are often dissatisfied.

- Work on weekends and on some holidays. Often this does not sit well with everyone,...","Continue the path that has gotten us to over 3,000,000 customers and over 600k shipped luxury units. Continue to recognize high performers and coach those with great potential.",5.0,4.0,5.0,5.0,4.0,5.0
Mon Oct 27 2014 20:33:46 GMT-0400 (Eastern Daylight Time), Wardrobe Department,"New York, NY",Former Employee ,Laughable experience.,I worked at The RealReal full-time for less than a year,12,"It's great to learn the basics of luxury brands. Would be a great base for anyone interested in fashion. This place is a stepping stone, not a permanent position. Lots of free lunches are also exciting.",Working for this company is an absolute joke. Upper and middle management appear to have no idea what they are doing. They do not know how to properly guide their employees. They are very gossipy and if you're not careful you can get caught up in the high-school like drama. I was surprised to see the men even act this way. The CEO doesn't care about anything but making more money and of course her precious Birkins....,Please take yourself and your employees more seriously. Do not succumb to catty-ness. Please strive to make the work environment more friendly and positive.,1.0,1.0,2.0,2.0,4.0,1.0
Thu Aug 21 2014 01:11:09 GMT-0400 (Eastern Daylight Time),,,Current Employee ,"I've had quite a fun, slightly intense experience. Into the future, I see TRR expanding tenfold.",I have been working at The RealReal full-time for more than a year,4,"I've met some interesting people, and learned a lot about fashion. Also, I enjoy the fast-paced atmosphere. Office culture is quite refreshingly relaxed. There is just the right amount of personal autonomy.","There is slightly poor communication between management and their subordinates. Occasionally, directly contradictory information will be relayed. People waste time, and organization is a joke. Also, the old cliche of 10% of the people doing 90% of the work is completely true, at least in my dept. Furthermore, interactions between coworkers often bear a striking resemblance to those between rivals in High School,...","Pay more attention to who is doing what, and reward accordingly. Some people can weigh down the group.",4.0,3.0,5.0,4.0,2.0,4.0
Wed Sep 17 2014 10:36:59 GMT-0400 (Eastern Daylight Time), Merchandise Manager,"San Francisco, CA",Former Employee ,A Culture of Fear & Distrust,I worked at The RealReal full-time for less than a year,14,"Competitive pay.

Autonomy in your role (at least you are under this impression).

There is huge potential in this growing business.

They are receiving a lot of funding from investors.","Lack of an effective inventory system means there are hundreds of items that are missing and have to be paid for by the company.

Working literally around the clock- having to report to managers 7 days per week and never actually having a day off.

If you bring clear, justified grievances to HR and executives. You will be quietly dismissed from the company. Letting a bad manager continue working and become a...","Consider: 
Customers- when items go missing. What have you done to manage this problem?
Employees- when their work life balance is so out of balance, when they are being treated poorly by senior management. How does your company deal with these issues?
At the end of the day, any business that does not create a culture that values its customers and employees, is not going to last.",1.0,1.0,1.0,1.0,4.0,1.0
Fri Aug 29 2014 13:11:36 GMT-0400 (Eastern Daylight Time), Inside Sales,,Current Employee ,Horrible culture and company politics,I have been working at The RealReal full-time,11,"Interesting business model, solid marketing strategy","Re-located to the bay on my own dime for what I thought would be a higher paying with commission position with room for growth and wound up being put in the warehouse to assist the individuals with the job I initially applied for, for very low pay. Apparently the company favors individuals who love and possess high-priced designer items over those with education, industry-specific experience and high work ethic...","Underutilization of your employees with actual product, company and business knowledge over lower-paid employees who will ""drink the Kool-aid"" and do whatever the department's version of Jim Jones tells them is right is not going to make for a profitable business.",1.0,2.0,1.0,1.0,1.0,1.0
Thu May 29 2014 14:43:15 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Most challenging and rewarding job I've had,I have been working at The RealReal full-time for more than a year,0,"The biggest pro is working with some of the smartest and talented people I've met. Other pros include free lunches, ping pong, great compensation/benefit, and awesome off sites.","There is little room for rest or mis steps. As a start up, things are evolving at a high rate, and you have to be on the top of your game to keep up, let alone help drive.","Focus more effort on cross departmental synergies. Currently, there is a lot of silo effort were collaboration between groups would be more successful.",4.0,4.0,5.0,3.0,4.0,4.0
